model,id,quales_id,quales_split,assertion,input,goal,target_word,predicted_word,target_token_count,target_token_ids,target_token_details,nll_sum,nll_mean,target_word_probability,geometric_mean_token_probability,token_perplexity
charruaLLM,16,136,dev_gold,El canciller de Brasil fue Ernesto Araújo.,El canciller de Brasil fue Ernesto, Araújo,Araújo,"Araújo,",3,"[5216, 355, 469]","[{""position"": 0, ""token_id"": 5216, ""token"": ""ĠAra"", ""probability"": 0.5694717864980555, ""nll"": 0.5630460381507874}, {""position"": 1, ""token_id"": 355, ""token"": ""Ãº"", ""probability"": 0.4958959592035014, ""nll"": 0.7013891339302063}, {""position"": 2, ""token_id"": 469, ""token"": ""jo"", ""probability"": 0.8263750268167706, ""nll"": 0.19070658087730408}]",1.4551417529582977,0.48504725098609924,0.23336728105395171,0.6156681051519085,1.6242517545281354
charruaLLM,17,137,dev_gold,El hashtag #VirusChino se volvió tendencia.,El hashtag #VirusChino se volvió, tendencia,tendencia,viral,1,[4613],"[{""position"": 0, ""token_id"": 4613, ""token"": ""Ġtendencia"", ""probability"": 0.04700535786338171, ""nll"": 3.0574936866760254}]",3.0574936866760254,3.0574936866760254,0.04700535786338171,0.04700535786338171,21.274170551077194
charruaLLM,18,138,dev_gold,Bernardo Küster fue director del portal Brasil sin miedo.,Bernardo Küster fue director del portal Brasil sin, miedo,miedo,la,1,[5690],"[{""position"": 0, ""token_id"": 5690, ""token"": ""Ġmiedo"", ""probability"": 0.00038145445867415723, ""nll"": 7.871519088745117}]",7.871519088745117,7.871519088745117,0.00038145445867415723,0.00038145445867415723,2621.5449243292537
charruaLLM,19,143,dev_gold,Las causas de la obesidad en niños son la falta de actividad física y el consumo de alimentos ultraprocesados y bebidas azucaradas.,Las causas de la obesidad en niños son la falta de actividad física y el consumo de alimentos ultraprocesados y bebidas, azucaradas,azucaradas,azucaradas,4,"[4738, 85, 766, 564]","[{""position"": 0, ""token_id"": 4738, ""token"": ""Ġaz"", ""probability"": 0.419491328119748, ""nll"": 0.8687124252319336}, {""position"": 1, ""token_id"": 85, ""token"": ""u"", ""probability"": 0.9928715613158577, ""nll"": 0.007153967395424843}, {""position"": 2, ""token_id"": 766, ""token"": ""car"", ""probability"": 0.9675683935263469, ""nll"": 0.032969165593385696}, {""position"": 3, ""token_id"": 564, ""token"": ""adas"", ""probability"": 0.9873470307714322, ""nll"": 0.0127336997538805}]",0.9215692579746246,0.23039231449365616,0.39789415233531505,0.7942219565909764,1.2590938738237365
charruaLLM,20,145,dev_gold,Unicef en América Latina está en Panamá.,Unicef en América Latina está en, Panamá,Panamá,el,1,[8857],"[{""position"": 0, ""token_id"": 8857, ""token"": ""ĠPanamÃ¡"", ""probability"": 0.000545832776724568, ""nll"": 7.513197898864746}]",7.513197898864746,7.513197898864746,0.000545832776724568,0.000545832776724568,1832.0629369324383
charruaLLM,21,146,dev_gold,Jean Gough representó a Unicef en América Latina.,Jean Gough representó a Unicef en América, Latina,Latina,Latina,1,[3401],"[{""position"": 0, ""token_id"": 3401, ""token"": ""ĠLatina"", ""probability"": 0.47324629308922544, ""nll"": 0.7481393218040466}]",0.7481393218040466,0.7481393218040466,0.47324629308922544,0.47324629308922544,2.113064623226665
charruaLLM,22,148,dev_gold,El coronavirus provoca la enfermedad Covid-19.,El coronavirus provoca la enfermedad, Covid-19,Covid-19,",",5,"[1272, 341, 68, 13, 2198]","[{""position"": 0, ""token_id"": 1272, ""token"": ""ĠCo"", ""probability"": 0.0004077591448975618, ""nll"": 7.804833889007568}, {""position"": 1, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9203269515618481, ""nll"": 0.08302628993988037}, {""position"": 2, ""token_id"": 68, ""token"": ""d"", ""probability"": 0.990866100187577, ""nll"": 0.009175869636237621}, {""position"": 3, ""token_id"": 13, ""token"": ""-"", ""probability"": 0.8592944752539443, ""nll"": 0.15164360404014587}, {""position"": 4, ""token_id"": 2198, ""token"": ""19"", ""probability"": 0.9924755737705407, ""nll"": 0.00755287753418088}]",8.056232530158013,1.6112465060316026,0.00031711929493667375,0.19963860818447116,5.009051150446684
charruaLLM,23,149,dev_gold,Los clubes de la B y de la C recibieron donaciones de alimentos y productos de limpieza.,Los clubes de la B y de la C recibieron donaciones de alimentos y productos de, limpieza,limpieza,higiene,1,[8354],"[{""position"": 0, ""token_id"": 8354, ""token"": ""Ġlimpieza"", ""probability"": 0.057480944591312304, ""nll"": 2.856301784515381}]",2.856301784515381,2.856301784515381,0.057480944591312304,0.057480944591312304,17.39706970910044
charruaLLM,24,151,dev_gold,"La Segunda División Amateur realizó un relevamiento entre todos los planteles de los jugadores que estaban en peor situación, ya que sabían que muchos estaban sin trabajo, recibían muy poco dinero y tenían familia, para evaluar la forma de hacerles llegar un surtido de alimentos y artículos de limpieza.","La Segunda División Amateur realizó un relevamiento entre todos los planteles de los jugadores que estaban en peor situación, ya que sabían que muchos estaban sin trabajo, recibían muy poco dinero y tenían familia, para evaluar la forma de hacerles llegar un surtido de alimentos y artículos de", limpieza,limpieza,higiene,1,[8354],"[{""position"": 0, ""token_id"": 8354, ""token"": ""Ġlimpieza"", ""probability"": 0.10777667308756991, ""nll"": 2.227694034576416}]",2.227694034576416,2.227694034576416,0.10777667308756991,0.10777667308756991,9.278445616775416
charruaLLM,25,16,dev_gold,Se deja constancia de los datos de coronavirus en la página web del Sistema Nacional de Emergencias (SINAE).,Se deja constancia de los datos de coronavirus en la página web del Sistema Nacional de Emergencias, (SINAE),(SINAE),(Sinae),5,"[403, 51, 11406, 37, 9]","[{""position"": 0, ""token_id"": 403, ""token"": ""Ġ("", ""probability"": 0.46901876388538827, ""nll"": 0.7571125030517578}, {""position"": 1, ""token_id"": 51, ""token"": ""S"", ""probability"": 0.9661602360119382, ""nll"": 0.034425582736730576}, {""position"": 2, ""token_id"": 11406, ""token"": ""INA"", ""probability"": 0.03230711037698301, ""nll"": 3.4324679374694824}, {""position"": 3, ""token_id"": 37, ""token"": ""E"", ""probability"": 0.959012392257877, ""nll"": 0.04185128211975098}, {""position"": 4, ""token_id"": 9, ""token"": "")"", ""probability"": 0.12407888223769599, ""nll"": 2.0868377685546875}]",6.352695073932409,1.270539014786482,0.0017420458615747113,0.28068029017038065,3.562772431911669
charruaLLM,26,164,dev_gold,"La Intersocial está integrada por la central obrera, la Federación de Estudiantes Universitarios del Uruguay, la Organización Nacional de Asociaciones de Jubilados y Pensionistas del Uruguay, la Federación Uruguaya de Cooperativas de Viviendas por Ayuda Mutua, el colectivo Ovejas Negras y la Intersocial Feminista.","La Intersocial está integrada por la central obrera, la Federación de Estudiantes Universitarios del Uruguay, la Organización Nacional de Asociaciones de Jubilados y Pensionistas del Uruguay, la Federación Uruguaya de Cooperativas de Viviendas por Ayuda Mutua, el colectivo Ovejas Negras y la Intersocial", Feminista,Feminista,Feminista,3,"[432, 11351, 697]","[{""position"": 0, ""token_id"": 432, ""token"": ""ĠF"", ""probability"": 0.17548123421788664, ""nll"": 1.7402231693267822}, {""position"": 1, ""token_id"": 11351, ""token"": ""emin"", ""probability"": 0.6571227503754753, ""nll"": 0.41988444328308105}, {""position"": 2, ""token_id"": 697, ""token"": ""ista"", ""probability"": 0.9626876547977186, ""nll"": 0.03802626579999924}]",2.1981338784098625,0.7327112928032875,0.11101012357947784,0.4806041633964702,2.0807143927612186
charruaLLM,27,168,dev_gold,La Sociedad de Medicina Familiar y Comunitaria realizó la solicitud de mantener abiertas las policlínicas.,La Sociedad de Medicina Familiar y Comunitaria realizó la solicitud de mantener abiertas las, policlínicas,policlínicas,inscripciones,2,"[15632, 1090]","[{""position"": 0, ""token_id"": 15632, ""token"": ""ĠpoliclÃŃn"", ""probability"": 0.0013043303325445273, ""nll"": 6.642065525054932}, {""position"": 1, ""token_id"": 1090, ""token"": ""icas"", ""probability"": 0.9985069903029133, ""nll"": 0.0014941253466531634}]",6.643559650401585,3.3217798252007924,0.0013023829547098341,0.036088543261121445,27.709624984428512
charruaLLM,28,169,dev_gold,Las policlínicas y las visitas domiciliarias de seguimiento resolvían cerca del 80% de los problemas de salud.,Las policlínicas y las visitas domiciliarias de seguimiento resolvían cerca del 80% de los problemas de, salud,salud,salud,1,[2065],"[{""position"": 0, ""token_id"": 2065, ""token"": ""Ġsalud"", ""probability"": 0.30337394946776464, ""nll"": 1.192789077758789}]",1.192789077758789,1.192789077758789,0.30337394946776464,0.30337394946776464,3.2962619293923794
charruaLLM,29,171,dev_gold,Los especialistas pidieron reforzar la teleasistencia y que los prestadores brindaran vías alternativas de comunicación.,Los especialistas pidieron reforzar la teleasistencia y que los prestadores brindaran vías alternativas de, comunicación,comunicación,acceso,1,[3317],"[{""position"": 0, ""token_id"": 3317, ""token"": ""ĠcomunicaciÃ³n"", ""probability"": 0.01494859632880565, ""nll"": 4.2031378746032715}]",4.2031378746032715,4.2031378746032715,0.01494859632880565,0.01494859632880565,66.89591303452484
charruaLLM,30,174,dev_gold,Salvador Illa fue el ministro de Salud de España.,Salvador Illa fue el ministro de Salud de, España,España,"Argentina,",1,[2125],"[{""position"": 0, ""token_id"": 2125, ""token"": ""ĠEspaÃ±a"", ""probability"": 0.013875563083234134, ""nll"": 4.277626037597656}]",4.277626037597656,4.277626037597656,0.013875563083234134,0.013875563083234134,72.06914732046455
charruaLLM,31,175,dev_gold,"En España, se recomendó el uso de tapabocas al aire libre, aunque no era obligatorio, y la policía, tanto a pie como en vehículos y helicópteros, llamaba a las personas a mantener la distancia social.","En España, se recomendó el uso de tapabocas al aire libre, aunque no era obligatorio, y la policía, tanto a pie como en vehículos y helicópteros, llamaba a las personas a mantener la distancia", social,social,social,1,[1831],"[{""position"": 0, ""token_id"": 1831, ""token"": ""Ġsocial"", ""probability"": 0.2710098029444035, ""nll"": 1.3056002855300903}]",1.3056002855300903,1.3056002855300903,0.2710098029444035,0.2710098029444035,3.689903424656361
charruaLLM,32,177,dev_gold,La primera muerte por coronavirus en Brasil ocurrió en 2020.,La primera muerte por coronavirus en Brasil ocurrió en, 2020,2020,el,1,[15732],"[{""position"": 0, ""token_id"": 15732, ""token"": ""Ġ2020"", ""probability"": 0.02080174640131005, ""nll"": 3.872718334197998}]",3.872718334197998,3.872718334197998,0.02080174640131005,0.02080174640131005,48.072886800361246
charruaLLM,33,181,dev_gold,La Agencia Nacional de Seguridad Vial aumentó los controles para desalentar el turismo.,La Agencia Nacional de Seguridad Vial aumentó los controles para desalentar el, turismo,turismo,uso,1,[6765],"[{""position"": 0, ""token_id"": 6765, ""token"": ""Ġturismo"", ""probability"": 0.0022233020297055235, ""nll"": 6.108761787414551}]",6.108761787414551,6.108761787414551,0.0022233020297055235,0.0022233020297055235,449.7814451833384
charruaLLM,34,184,dev_gold,El lanzamiento de la aplicación fue a las 19:30 horas.,El lanzamiento de la aplicación fue a las 19:30, horas,horas,"horas,",1,[1074],"[{""position"": 0, ""token_id"": 1074, ""token"": ""Ġhoras"", ""probability"": 0.44605781429215674, ""nll"": 0.807306706905365}]",0.807306706905365,0.807306706905365,0.44605781429215674,0.44605781429215674,2.241861857272665
charruaLLM,35,186,dev_gold,"Inicialmente, la tecnología de alertas de exposición se probó en cuatro países.","Inicialmente, la tecnología de alertas de exposición se probó en cuatro", países,países,países:,1,[1170],"[{""position"": 0, ""token_id"": 1170, ""token"": ""ĠpaÃŃses"", ""probability"": 0.09062267638319921, ""nll"": 2.4010508060455322}]",2.4010508060455322,2.4010508060455322,0.09062267638319921,0.09062267638319921,11.034765689014597
charruaLLM,36,187,dev_gold,La Tabaré se presentó en la cárcel de Punta de Rieles.,La Tabaré se presentó en la cárcel de Punta de, Rieles,Rieles,"Rieles,",2,"[1924, 5534]","[{""position"": 0, ""token_id"": 1924, ""token"": ""ĠRi"", ""probability"": 0.9833706582957218, ""nll"": 0.016769161447882652}, {""position"": 1, ""token_id"": 5534, ""token"": ""eles"", ""probability"": 0.9885288056763734, ""nll"": 0.011537496000528336}]",0.028306657448410988,0.014153328724205494,0.972090222382259,0.985946358775293,1.0142539612826036
charruaLLM,37,191,dev_gold,La Tabaré tocó arriba del ring de boxeo del gimnasio del Polo Industrial de la cárcel de Punta de Rieles.,La Tabaré tocó arriba del ring de boxeo del gimnasio del Polo Industrial de la cárcel de Punta de, Rieles,Rieles,Rieles,2,"[1924, 5534]","[{""position"": 0, ""token_id"": 1924, ""token"": ""ĠRi"", ""probability"": 0.8966740392941299, ""nll"": 0.10906287282705307}, {""position"": 1, ""token_id"": 5534, ""token"": ""eles"", ""probability"": 0.9834010919734437, ""nll"": 0.01673821359872818}]",0.12580108642578125,0.06290054321289062,0.881790229386086,0.939036862634309,1.0649209203509533
charruaLLM,38,201,dev_gold,Lo primero que se debía hacer para combatir el covid-19 era cumplir y apoyar las medidas del gobierno.,Lo primero que se debía hacer para combatir el covid-19 era cumplir y apoyar las medidas del, gobierno,gobierno,gobierno,1,[823],"[{""position"": 0, ""token_id"": 823, ""token"": ""Ġgobierno"", ""probability"": 0.6092754231471972, ""nll"": 0.495484858751297}]",0.495484858751297,0.495484858751297,0.6092754231471972,0.6092754231471972,1.6412938418466392
charruaLLM,39,206,dev_gold,La pandemia del coronavirus está afectando al mundo entero.,La pandemia del coronavirus está afectando al mundo, entero,entero,",",1,[10577],"[{""position"": 0, ""token_id"": 10577, ""token"": ""Ġentero"", ""probability"": 0.12400852492384674, ""nll"": 2.08740496635437}]",2.08740496635437,2.08740496635437,0.12400852492384674,0.12400852492384674,8.06396173661526
charruaLLM,40,209,dev_gold,Gustavo Leal es el ex director de Convivencia y Seguridad Ciudadana del Ministerio del Interior.,Gustavo Leal es el ex director de Convivencia y Seguridad Ciudadana del Ministerio del, Interior,Interior,Interior,1,[2760],"[{""position"": 0, ""token_id"": 2760, ""token"": ""ĠInterior"", ""probability"": 0.9940503505527153, ""nll"": 0.005967419128865004}]",0.005967419128865004,0.005967419128865004,0.9940503505527153,0.9940503505527153,1.0059852596440175
charruaLLM,41,210,dev_gold,La decisión de la cuarentena general y estricta en Europa se tomó cuando la situación desbordó los servicios de salud.,La decisión de la cuarentena general y estricta en Europa se tomó cuando la situación desbordó los servicios de, salud,salud,transporte,1,[2065],"[{""position"": 0, ""token_id"": 2065, ""token"": ""Ġsalud"", ""probability"": 0.11077634252969426, ""nll"": 2.200242042541504}]",2.200242042541504,2.200242042541504,0.11077634252969426,0.11077634252969426,9.027198201023328
charruaLLM,42,211,dev_gold,"La cuarentena general y estricta implica claridad en las actividades autorizadas, control y sanciones en caso de incumplimiento.","La cuarentena general y estricta implica claridad en las actividades autorizadas, control y sanciones en caso de", incumplimiento,incumplimiento,que,1,[14679],"[{""position"": 0, ""token_id"": 14679, ""token"": ""Ġincumplimiento"", ""probability"": 0.045601993758786354, ""nll"": 3.087803840637207}]",3.087803840637207,3.087803840637207,0.045601993758786354,0.045601993758786354,21.928865770420952
charruaLLM,43,214,dev_gold,Los habitantes de Sydney podían alejarse hasta 10 kilómetros de sus casas.,Los habitantes de Sydney podían alejarse hasta 10 kilómetros de sus, casas,casas,"casas,",1,[5038],"[{""position"": 0, ""token_id"": 5038, ""token"": ""Ġcasas"", ""probability"": 0.4213133627107344, ""nll"": 0.8643783926963806}]",0.8643783926963806,0.8643783926963806,0.4213133627107344,0.4213133627107344,2.373530223598867
charruaLLM,44,232,dev_gold,Las policlínicas estuvieron cerradas desde que se conocieron los primeros casos de covid-19.,Las policlínicas estuvieron cerradas desde que se conocieron los primeros casos de, covid-19,covid-19,coronavirus,5,"[781, 341, 68, 13, 2198]","[{""position"": 0, ""token_id"": 781, ""token"": ""Ġco"", ""probability"": 0.13720264353616204, ""nll"": 1.98629629611969}, {""position"": 1, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9991846776840266, ""nll"": 0.0008156548719853163}, {""position"": 2, ""token_id"": 68, ""token"": ""d"", ""probability"": 0.99985375159272, ""nll"": 0.00014625910262111574}, {""position"": 3, ""token_id"": 13, ""token"": ""-"", ""probability"": 0.9486459856529518, ""nll"": 0.052719589322805405}, {""position"": 4, ""token_id"": 2198, ""token"": ""19"", ""probability"": 0.9977375313339847, ""nll"": 0.0022650319151580334}]",2.04224283133226,0.408448566266452,0.1297374052084291,0.6646806586202209,1.50448186964828
charruaLLM,45,236,dev_gold,Sumefac es la sigla de la Sociedad Uruguaya de Medicina Familiar y Comunitaria.,Sumefac es la sigla de la Sociedad Uruguaya de Medicina Familiar y, Comunitaria,Comunitaria,Pediátrica,3,"[1219, 758, 2937]","[{""position"": 0, ""token_id"": 1219, ""token"": ""ĠCom"", ""probability"": 0.004651349718975691, ""nll"": 5.370597839355469}, {""position"": 1, ""token_id"": 758, ""token"": ""uni"", ""probability"": 0.8574246504547373, ""nll"": 0.15382197499275208}, {""position"": 2, ""token_id"": 2937, ""token"": ""taria"", ""probability"": 0.9181948639602612, ""nll"": 0.08534564077854156}]",5.609765455126762,1.8699218183755875,0.003661928143487391,0.15413571192441497,6.48778915356345
charruaLLM,46,24,dev_gold,Las clases se suspendieron a causa de la pandemia.,Las clases se suspendieron a causa de la, pandemia,pandemia,pandemia,2,"[2172, 7461]","[{""position"": 0, ""token_id"": 2172, ""token"": ""Ġpan"", ""probability"": 0.5650015607393077, ""nll"": 0.5709267854690552}, {""position"": 1, ""token_id"": 7461, ""token"": ""demia"", ""probability"": 0.9988997180936429, ""nll"": 0.001100887660868466}]",0.5720276731299236,0.2860138365649618,0.5643798997449628,0.7512522211248116,1.3311108731269388
charruaLLM,47,241,dev_gold,Las partidas se financiaron por medio de la recaudación del Impuesto de Primaria.,Las partidas se financiaron por medio de la recaudación del Impuesto de, Primaria,Primaria,Asistencia,1,[8421],"[{""position"": 0, ""token_id"": 8421, ""token"": ""ĠPrimaria"", ""probability"": 0.2491508860292402, ""nll"": 1.3896965980529785}]",1.3896965980529785,1.3896965980529785,0.2491508860292402,0.2491508860292402,4.013632124441414
charruaLLM,48,243,dev_gold,"La investigación sobre anticuerpos fue realizada por una subsidiaria de la farmacéutica estatal Sinopharm, que produce dos de las vacunas aprobadas por el Gobierno chino, y el Centro Nacional de Investigación de Medicina Traslacional de la Universidad de Jiaotong.","La investigación sobre anticuerpos fue realizada por una subsidiaria de la farmacéutica estatal Sinopharm, que produce dos de las vacunas aprobadas por el Gobierno chino, y el Centro Nacional de Investigación de Medicina Traslacional de la Universidad de", Jiaotong,Jiaotong,Wuhan,5,"[471, 554, 79, 873, 71]","[{""position"": 0, ""token_id"": 471, ""token"": ""ĠJ"", ""probability"": 0.00721226990443778, ""nll"": 4.931971549987793}, {""position"": 1, ""token_id"": 554, ""token"": ""ia"", ""probability"": 0.030018500892235712, ""nll"": 3.505941390991211}, {""position"": 2, ""token_id"": 79, ""token"": ""o"", ""probability"": 0.015778666245742607, ""nll"": 4.149096488952637}, {""position"": 3, ""token_id"": 873, ""token"": ""ton"", ""probability"": 0.0006221570408340509, ""nll"": 7.382318019866943}, {""position"": 4, ""token_id"": 71, ""token"": ""g"", ""probability"": 0.41877903000370603, ""nll"": 0.8704118728637695}]",20.839739322662354,4.16794786453247,8.900536958003402e-10,0.015484002813973616,64.58278340646807
charruaLLM,49,248,dev_gold,RBDIgG es un tipo de anticuerpo que indica la fortaleza de la inmunidad contra el coronavirus.,RBDIgG es un tipo de anticuerpo que indica la fortaleza de la inmunidad contra el, coronavirus,coronavirus,virus,3,"[16045, 341, 4503]","[{""position"": 0, ""token_id"": 16045, ""token"": ""Ġcorona"", ""probability"": 0.13670660321896358, ""nll"": 1.9899182319641113}, {""position"": 1, ""token_id"": 341, ""token"": ""vi"", ""probability"": 0.9980312084985862, ""nll"": 0.001970732118934393}, {""position"": 2, ""token_id"": 4503, ""token"": ""rus"", ""probability"": 0.998872836801041, ""nll"": 0.0011277989251539111}]",1.9930167630081996,0.6643389210027332,0.1362836691405223,0.5146136155347237,1.9432054842950899
charruaLLM,50,251,dev_gold,El PIT-CNT exigió una renta básica para los afectados por la crisis no comprendidos en la red de protección social.,El PIT-CNT exigió una renta básica para los afectados por la crisis no comprendidos en la red de protección, social,social,de,1,[1831],"[{""position"": 0, ""token_id"": 1831, ""token"": ""Ġsocial"", ""probability"": 0.23991580564948312, ""nll"": 1.4274672269821167}]",1.4274672269821167,1.4274672269821167,0.23991580564948312,0.23991580564948312,4.168128887102168
